,State_Name,District_Name,Season,Crop
366,Andhra Pradesh,ANANTAPUR,Rabi       ,Other  Rabi pulses
367,Andhra Pradesh,ANANTAPUR,Rabi       ,Ragi
368,Andhra Pradesh,ANANTAPUR,Rabi       ,Rice
369,Andhra Pradesh,ANANTAPUR,Rabi       ,Safflower
370,Andhra Pradesh,ANANTAPUR,Rabi       ,Sesamum
371,Andhra Pradesh,ANANTAPUR,Rabi       ,Urad
372,Andhra Pradesh,ANANTAPUR,Rabi       ,Wheat
373,Andhra Pradesh,ANANTAPUR,Whole Year ,Arecanut
374,Andhra Pradesh,ANANTAPUR,Whole Year ,Banana
375,Andhra Pradesh,ANANTAPUR,Whole Year ,Coconut 
376,Andhra Pradesh,ANANTAPUR,Whole Year ,Coriander
377,Andhra Pradesh,ANANTAPUR,Whole Year ,Sugarcane
378,Andhra Pradesh,ANANTAPUR,Whole Year ,Sweet potato
379,Andhra Pradesh,ANANTAPUR,Whole Year ,Tobacco
380,Andhra Pradesh,ANANTAPUR,Whole Year ,Turmeric
381,Andhra Pradesh,ANANTAPUR,Kharif     ,Arhar/Tur
382,Andhra Pradesh,ANANTAPUR,Kharif     ,Bajra
383,Andhra Pradesh,ANANTAPUR,Kharif     ,Castor seed
384,Andhra Pradesh,ANANTAPUR,Kharif     ,Cotton(lint)
385,Andhra Pradesh,ANANTAPUR,Kharif     ,Dry chillies
386,Andhra Pradesh,ANANTAPUR,Kharif     ,Groundnut
387,Andhra Pradesh,ANANTAPUR,Kharif     ,Horse-gram
388,Andhra Pradesh,ANANTAPUR,Kharif     ,Jowar
389,Andhra Pradesh,ANANTAPUR,Kharif     ,Korra
390,Andhra Pradesh,ANANTAPUR,Kharif     ,Maize
391,Andhra Pradesh,ANANTAPUR,Kharif     ,Moong(Green Gram)
392,Andhra Pradesh,ANANTAPUR,Kharif     ,Onion
393,Andhra Pradesh,ANANTAPUR,Kharif     ,Other Kharif pulses
394,Andhra Pradesh,ANANTAPUR,Kharif     ,Ragi
395,Andhra Pradesh,ANANTAPUR,Kharif     ,Rice
396,Andhra Pradesh,ANANTAPUR,Kharif     ,Small millets
397,Andhra Pradesh,ANANTAPUR,Kharif     ,Soyabean
398,Andhra Pradesh,ANANTAPUR,Kharif     ,Sunflower
399,Andhra Pradesh,ANANTAPUR,Kharif     ,Urad
400,Andhra Pradesh,ANANTAPUR,Rabi       ,Bajra
401,Andhra Pradesh,ANANTAPUR,Rabi       ,Dry chillies
402,Andhra Pradesh,ANANTAPUR,Rabi       ,Gram
403,Andhra Pradesh,ANANTAPUR,Rabi       ,Groundnut
404,Andhra Pradesh,ANANTAPUR,Rabi       ,Horse-gram
405,Andhra Pradesh,ANANTAPUR,Rabi       ,Jowar
406,Andhra Pradesh,ANANTAPUR,Rabi       ,Linseed
407,Andhra Pradesh,ANANTAPUR,Rabi       ,Maize
408,Andhra Pradesh,ANANTAPUR,Rabi       ,Moong(Green Gram)
409,Andhra Pradesh,ANANTAPUR,Rabi       ,Onion
410,Andhra Pradesh,ANANTAPUR,Rabi       ,Ragi
411,Andhra Pradesh,ANANTAPUR,Rabi       ,Rice
412,Andhra Pradesh,ANANTAPUR,Rabi       ,Safflower
413,Andhra Pradesh,ANANTAPUR,Rabi       ,Small millets
414,Andhra Pradesh,ANANTAPUR,Rabi       ,Urad
415,Andhra Pradesh,ANANTAPUR,Rabi       ,Wheat
416,Andhra Pradesh,ANANTAPUR,Whole Year ,Arecanut
417,Andhra Pradesh,ANANTAPUR,Whole Year ,Banana
418,Andhra Pradesh,ANANTAPUR,Whole Year ,Beans & Mutter(Vegetable)
419,Andhra Pradesh,ANANTAPUR,Whole Year ,Bhindi
420,Andhra Pradesh,ANANTAPUR,Whole Year ,Brinjal
421,Andhra Pradesh,ANANTAPUR,Whole Year ,Citrus Fruit
422,Andhra Pradesh,ANANTAPUR,Whole Year ,Coconut 
423,Andhra Pradesh,ANANTAPUR,Whole Year ,Coriander
424,Andhra Pradesh,ANANTAPUR,Whole Year ,Cucumber
425,Andhra Pradesh,ANANTAPUR,Whole Year ,Grapes
426,Andhra Pradesh,ANANTAPUR,Whole Year ,Mango
427,Andhra Pradesh,ANANTAPUR,Whole Year ,Orange
428,Andhra Pradesh,ANANTAPUR,Whole Year ,other fibres
429,Andhra Pradesh,ANANTAPUR,Whole Year ,Other Fresh Fruits
430,Andhra Pradesh,ANANTAPUR,Whole Year ,Other Vegetables
431,Andhra Pradesh,ANANTAPUR,Whole Year ,Papaya
432,Andhra Pradesh,ANANTAPUR,Whole Year ,Pome Fruit
433,Andhra Pradesh,ANANTAPUR,Whole Year ,Potato
434,Andhra Pradesh,ANANTAPUR,Whole Year ,Sugarcane
435,Andhra Pradesh,ANANTAPUR,Whole Year ,Sweet potato
436,Andhra Pradesh,ANANTAPUR,Whole Year ,Tobacco
437,Andhra Pradesh,ANANTAPUR,Whole Year ,Tomato
438,Andhra Pradesh,ANANTAPUR,Kharif     ,Arhar/Tur
439,Andhra Pradesh,ANANTAPUR,Kharif     ,Bajra
440,Andhra Pradesh,ANANTAPUR,Kharif     ,Castor seed
441,Andhra Pradesh,ANANTAPUR,Kharif     ,Cotton(lint)
442,Andhra Pradesh,ANANTAPUR,Kharif     ,Dry chillies
443,Andhra Pradesh,ANANTAPUR,Kharif     ,Groundnut
444,Andhra Pradesh,ANANTAPUR,Kharif     ,Horse-gram
445,Andhra Pradesh,ANANTAPUR,Kharif     ,Jowar
446,Andhra Pradesh,ANANTAPUR,Kharif     ,Korra
447,Andhra Pradesh,ANANTAPUR,Kharif     ,Maize
448,Andhra Pradesh,ANANTAPUR,Kharif     ,Moong(Green Gram)
449,Andhra Pradesh,ANANTAPUR,Kharif     ,Onion
450,Andhra Pradesh,ANANTAPUR,Kharif     ,Other Kharif pulses
451,Andhra Pradesh,ANANTAPUR,Kharif     ,Ragi
452,Andhra Pradesh,ANANTAPUR,Kharif     ,Rice
453,Andhra Pradesh,ANANTAPUR,Kharif     ,Samai
454,Andhra Pradesh,ANANTAPUR,Kharif     ,Small millets
455,Andhra Pradesh,ANANTAPUR,Kharif     ,Soyabean
456,Andhra Pradesh,ANANTAPUR,Kharif     ,Sunflower
457,Andhra Pradesh,ANANTAPUR,Kharif     ,Urad
458,Andhra Pradesh,ANANTAPUR,Rabi       ,Bajra
459,Andhra Pradesh,ANANTAPUR,Rabi       ,Dry chillies
460,Andhra Pradesh,ANANTAPUR,Rabi       ,Gram
461,Andhra Pradesh,ANANTAPUR,Rabi       ,Groundnut
462,Andhra Pradesh,ANANTAPUR,Rabi       ,Horse-gram
463,Andhra Pradesh,ANANTAPUR,Rabi       ,Jowar
464,Andhra Pradesh,ANANTAPUR,Rabi       ,Linseed
465,Andhra Pradesh,ANANTAPUR,Rabi       ,Maize
466,Andhra Pradesh,ANANTAPUR,Rabi       ,Moong(Green Gram)
467,Andhra Pradesh,ANANTAPUR,Rabi       ,Onion
468,Andhra Pradesh,ANANTAPUR,Rabi       ,Other  Rabi pulses
469,Andhra Pradesh,ANANTAPUR,Rabi       ,Ragi
470,Andhra Pradesh,ANANTAPUR,Rabi       ,Rice
471,Andhra Pradesh,ANANTAPUR,Rabi       ,Safflower
472,Andhra Pradesh,ANANTAPUR,Rabi       ,Small millets
473,Andhra Pradesh,ANANTAPUR,Rabi       ,Wheat
474,Andhra Pradesh,ANANTAPUR,Whole Year ,Arecanut
475,Andhra Pradesh,ANANTAPUR,Whole Year ,Banana
476,Andhra Pradesh,ANANTAPUR,Whole Year ,Bhindi
477,Andhra Pradesh,ANANTAPUR,Whole Year ,Brinjal
478,Andhra Pradesh,ANANTAPUR,Whole Year ,Citrus Fruit
479,Andhra Pradesh,ANANTAPUR,Whole Year ,Coconut 
480,Andhra Pradesh,ANANTAPUR,Whole Year ,Coriander
481,Andhra Pradesh,ANANTAPUR,Whole Year ,Cucumber
482,Andhra Pradesh,ANANTAPUR,Whole Year ,Grapes
483,Andhra Pradesh,ANANTAPUR,Whole Year ,Mango
484,Andhra Pradesh,ANANTAPUR,Whole Year ,Orange
485,Andhra Pradesh,ANANTAPUR,Whole Year ,Other Fresh Fruits
486,Andhra Pradesh,ANANTAPUR,Whole Year ,Other Vegetables
487,Andhra Pradesh,ANANTAPUR,Whole Year ,Papaya
488,Andhra Pradesh,ANANTAPUR,Whole Year ,Pome Fruit
489,Andhra Pradesh,ANANTAPUR,Whole Year ,Sugarcane
490,Andhra Pradesh,ANANTAPUR,Whole Year ,Sweet potato
491,Andhra Pradesh,ANANTAPUR,Whole Year ,Tobacco
492,Andhra Pradesh,ANANTAPUR,Whole Year ,Tomato
493,Andhra Pradesh,ANANTAPUR,Kharif     ,Arhar/Tur
494,Andhra Pradesh,ANANTAPUR,Kharif     ,Bajra
495,Andhra Pradesh,ANANTAPUR,Kharif     ,Castor seed
496,Andhra Pradesh,ANANTAPUR,Kharif     ,Cotton(lint)
497,Andhra Pradesh,ANANTAPUR,Kharif     ,Dry chillies
498,Andhra Pradesh,ANANTAPUR,Kharif     ,Groundnut
499,Andhra Pradesh,ANANTAPUR,Kharif     ,Horse-gram
500,Andhra Pradesh,ANANTAPUR,Kharif     ,Jowar
501,Andhra Pradesh,ANANTAPUR,Kharif     ,Maize
502,Andhra Pradesh,ANANTAPUR,Kharif     ,Moong(Green Gram)
503,Andhra Pradesh,ANANTAPUR,Kharif     ,Onion
504,Andhra Pradesh,ANANTAPUR,Kharif     ,Other Kharif pulses
505,Andhra Pradesh,ANANTAPUR,Kharif     ,Ragi
506,Andhra Pradesh,ANANTAPUR,Kharif     ,Rice
507,Andhra Pradesh,ANANTAPUR,Kharif     ,Small millets
508,Andhra Pradesh,ANANTAPUR,Kharif     ,Soyabean
509,Andhra Pradesh,ANANTAPUR,Kharif     ,Sunflower
510,Andhra Pradesh,ANANTAPUR,Kharif     ,Urad
511,Andhra Pradesh,ANANTAPUR,Rabi       ,Bajra
512,Andhra Pradesh,ANANTAPUR,Rabi       ,Dry chillies
513,Andhra Pradesh,ANANTAPUR,Rabi       ,Gram
514,Andhra Pradesh,ANANTAPUR,Rabi       ,Groundnut
515,Andhra Pradesh,ANANTAPUR,Rabi       ,Horse-gram
516,Andhra Pradesh,ANANTAPUR,Rabi       ,Jowar
517,Andhra Pradesh,ANANTAPUR,Rabi       ,Linseed
518,Andhra Pradesh,ANANTAPUR,Rabi       ,Maize
519,Andhra Pradesh,ANANTAPUR,Rabi       ,Moong(Green Gram)
520,Andhra Pradesh,ANANTAPUR,Rabi       ,Onion
521,Andhra Pradesh,ANANTAPUR,Rabi       ,Ragi
522,Andhra Pradesh,ANANTAPUR,Rabi       ,Rice
523,Andhra Pradesh,ANANTAPUR,Rabi       ,Safflower
524,Andhra Pradesh,ANANTAPUR,Rabi       ,Small millets
525,Andhra Pradesh,ANANTAPUR,Rabi       ,Sunflower
526,Andhra Pradesh,ANANTAPUR,Rabi       ,Wheat
527,Andhra Pradesh,ANANTAPUR,Whole Year ,Banana
528,Andhra Pradesh,ANANTAPUR,Whole Year ,Coconut 
529,Andhra Pradesh,ANANTAPUR,Whole Year ,Coriander
530,Andhra Pradesh,ANANTAPUR,Whole Year ,Potato
531,Andhra Pradesh,ANANTAPUR,Whole Year ,Sugarcane
532,Andhra Pradesh,ANANTAPUR,Whole Year ,Sweet potato
533,Andhra Pradesh,ANANTAPUR,Whole Year ,Tobacco
534,Andhra Pradesh,ANANTAPUR,Whole Year ,Turmeric
535,Andhra Pradesh,ANANTAPUR,Kharif     ,Arhar/Tur
536,Andhra Pradesh,ANANTAPUR,Kharif     ,Bajra
537,Andhra Pradesh,ANANTAPUR,Kharif     ,Castor seed
538,Andhra Pradesh,ANANTAPUR,Kharif     ,Cotton(lint)
539,Andhra Pradesh,ANANTAPUR,Kharif     ,Dry chillies
540,Andhra Pradesh,ANANTAPUR,Kharif     ,Groundnut
541,Andhra Pradesh,ANANTAPUR,Kharif     ,Horse-gram
542,Andhra Pradesh,ANANTAPUR,Kharif     ,Jowar
543,Andhra Pradesh,ANANTAPUR,Kharif     ,Maize
544,Andhra Pradesh,ANANTAPUR,Kharif     ,Moong(Green Gram)
545,Andhra Pradesh,ANANTAPUR,Kharif     ,Onion
546,Andhra Pradesh,ANANTAPUR,Kharif     ,Other Kharif pulses
547,Andhra Pradesh,ANANTAPUR,Kharif     ,Ragi
548,Andhra Pradesh,ANANTAPUR,Kharif     ,Rice
549,Andhra Pradesh,ANANTAPUR,Kharif     ,Small millets
550,Andhra Pradesh,ANANTAPUR,Kharif     ,Soyabean
551,Andhra Pradesh,ANANTAPUR,Kharif     ,Urad
552,Andhra Pradesh,ANANTAPUR,Rabi       ,Bajra
553,Andhra Pradesh,ANANTAPUR,Rabi       ,Dry chillies
554,Andhra Pradesh,ANANTAPUR,Rabi       ,Gram
555,Andhra Pradesh,ANANTAPUR,Rabi       ,Groundnut
556,Andhra Pradesh,ANANTAPUR,Rabi       ,Horse-gram
557,Andhra Pradesh,ANANTAPUR,Rabi       ,Jowar
558,Andhra Pradesh,ANANTAPUR,Rabi       ,Linseed
559,Andhra Pradesh,ANANTAPUR,Rabi       ,Maize
560,Andhra Pradesh,ANANTAPUR,Rabi       ,Moong(Green Gram)
561,Andhra Pradesh,ANANTAPUR,Rabi       ,Onion
562,Andhra Pradesh,ANANTAPUR,Rabi       ,Ragi
563,Andhra Pradesh,ANANTAPUR,Rabi       ,Rice
564,Andhra Pradesh,ANANTAPUR,Rabi       ,Safflower
565,Andhra Pradesh,ANANTAPUR,Rabi       ,Urad
566,Andhra Pradesh,ANANTAPUR,Rabi       ,Wheat
567,Andhra Pradesh,ANANTAPUR,Whole Year ,Arecanut
568,Andhra Pradesh,ANANTAPUR,Whole Year ,Banana
569,Andhra Pradesh,ANANTAPUR,Whole Year ,Coconut 
570,Andhra Pradesh,ANANTAPUR,Whole Year ,Coriander
571,Andhra Pradesh,ANANTAPUR,Whole Year ,Sugarcane
572,Andhra Pradesh,ANANTAPUR,Whole Year ,Sunflower
573,Andhra Pradesh,ANANTAPUR,Whole Year ,Sweet potato
574,Andhra Pradesh,ANANTAPUR,Whole Year ,Tobacco
575,Andhra Pradesh,ANANTAPUR,Whole Year ,Turmeric
576,Andhra Pradesh,ANANTAPUR,Kharif     ,Arhar/Tur
577,Andhra Pradesh,ANANTAPUR,Kharif     ,Bajra
578,Andhra Pradesh,ANANTAPUR,Kharif     ,Castor seed
579,Andhra Pradesh,ANANTAPUR,Kharif     ,Cotton(lint)
580,Andhra Pradesh,ANANTAPUR,Kharif     ,Dry chillies
581,Andhra Pradesh,ANANTAPUR,Kharif     ,Groundnut
582,Andhra Pradesh,ANANTAPUR,Kharif     ,Horse-gram
583,Andhra Pradesh,ANANTAPUR,Kharif     ,Jowar
584,Andhra Pradesh,ANANTAPUR,Kharif     ,Maize
585,Andhra Pradesh,ANANTAPUR,Kharif     ,Moong(Green Gram)
586,Andhra Pradesh,ANANTAPUR,Kharif     ,Onion
587,Andhra Pradesh,ANANTAPUR,Kharif     ,Other Kharif pulses
588,Andhra Pradesh,ANANTAPUR,Kharif     ,Ragi
589,Andhra Pradesh,ANANTAPUR,Kharif     ,Rice
590,Andhra Pradesh,ANANTAPUR,Kharif     ,Small millets
591,Andhra Pradesh,ANANTAPUR,Kharif     ,Urad
592,Andhra Pradesh,ANANTAPUR,Rabi       ,Bajra
593,Andhra Pradesh,ANANTAPUR,Rabi       ,Dry chillies
594,Andhra Pradesh,ANANTAPUR,Rabi       ,Gram
595,Andhra Pradesh,ANANTAPUR,Rabi       ,Groundnut
596,Andhra Pradesh,ANANTAPUR,Rabi       ,Horse-gram
597,Andhra Pradesh,ANANTAPUR,Rabi       ,Jowar
598,Andhra Pradesh,ANANTAPUR,Rabi       ,Linseed
599,Andhra Pradesh,ANANTAPUR,Rabi       ,Maize
600,Andhra Pradesh,ANANTAPUR,Rabi       ,Moong(Green Gram)
601,Andhra Pradesh,ANANTAPUR,Rabi       ,Onion
602,Andhra Pradesh,ANANTAPUR,Rabi       ,Ragi
603,Andhra Pradesh,ANANTAPUR,Rabi       ,Rice
604,Andhra Pradesh,ANANTAPUR,Rabi       ,Safflower
605,Andhra Pradesh,ANANTAPUR,Rabi       ,Urad
606,Andhra Pradesh,ANANTAPUR,Rabi       ,Wheat
607,Andhra Pradesh,ANANTAPUR,Whole Year ,Arecanut
608,Andhra Pradesh,ANANTAPUR,Whole Year ,Banana
609,Andhra Pradesh,ANANTAPUR,Whole Year ,Coconut 
610,Andhra Pradesh,ANANTAPUR,Whole Year ,Coriander
611,Andhra Pradesh,ANANTAPUR,Whole Year ,Sugarcane
612,Andhra Pradesh,ANANTAPUR,Whole Year ,Sunflower
613,Andhra Pradesh,ANANTAPUR,Whole Year ,Sweet potato
614,Andhra Pradesh,ANANTAPUR,Whole Year ,Turmeric
615,Andhra Pradesh,ANANTAPUR,Kharif     ,Arhar/Tur
616,Andhra Pradesh,ANANTAPUR,Kharif     ,Bajra
617,Andhra Pradesh,ANANTAPUR,Kharif     ,Castor seed
618,Andhra Pradesh,ANANTAPUR,Kharif     ,Cotton(lint)
619,Andhra Pradesh,ANANTAPUR,Kharif     ,Dry chillies
620,Andhra Pradesh,ANANTAPUR,Kharif     ,Groundnut
621,Andhra Pradesh,ANANTAPUR,Kharif     ,Jowar
622,Andhra Pradesh,ANANTAPUR,Kharif     ,Maize
623,Andhra Pradesh,ANANTAPUR,Kharif     ,Moong(Green Gram)
624,Andhra Pradesh,ANANTAPUR,Kharif     ,Onion
625,Andhra Pradesh,ANANTAPUR,Kharif     ,Ragi
626,Andhra Pradesh,ANANTAPUR,Kharif     ,Rice
627,Andhra Pradesh,ANANTAPUR,Kharif     ,Sunflower
628,Andhra Pradesh,ANANTAPUR,Rabi       ,Gram
629,Andhra Pradesh,ANANTAPUR,Rabi       ,Groundnut
630,Andhra Pradesh,ANANTAPUR,Rabi       ,Horse-gram
631,Andhra Pradesh,ANANTAPUR,Rabi       ,Jowar
632,Andhra Pradesh,ANANTAPUR,Rabi       ,Maize
633,Andhra Pradesh,ANANTAPUR,Rabi       ,Rice
634,Andhra Pradesh,ANANTAPUR,Rabi       ,Sunflower
635,Andhra Pradesh,ANANTAPUR,Kharif     ,Arhar/Tur
636,Andhra Pradesh,ANANTAPUR,Kharif     ,Bajra
637,Andhra Pradesh,ANANTAPUR,Kharif     ,Castor seed
638,Andhra Pradesh,ANANTAPUR,Kharif     ,Cotton(lint)
639,Andhra Pradesh,ANANTAPUR,Kharif     ,Dry chillies
640,Andhra Pradesh,ANANTAPUR,Kharif     ,Groundnut
641,Andhra Pradesh,ANANTAPUR,Kharif     ,Horse-gram
642,Andhra Pradesh,ANANTAPUR,Kharif     ,Jowar
643,Andhra Pradesh,ANANTAPUR,Kharif     ,Maize
644,Andhra Pradesh,ANANTAPUR,Kharif     ,Moong(Green Gram)
645,Andhra Pradesh,ANANTAPUR,Kharif     ,Onion
646,Andhra Pradesh,ANANTAPUR,Kharif     ,Other Kharif pulses
647,Andhra Pradesh,ANANTAPUR,Kharif     ,Ragi
648,Andhra Pradesh,ANANTAPUR,Kharif     ,Rice
649,Andhra Pradesh,ANANTAPUR,Kharif     ,Small millets
650,Andhra Pradesh,ANANTAPUR,Kharif     ,Soyabean
651,Andhra Pradesh,ANANTAPUR,Rabi       ,Bajra
652,Andhra Pradesh,ANANTAPUR,Rabi       ,Gram
653,Andhra Pradesh,ANANTAPUR,Rabi       ,Groundnut
654,Andhra Pradesh,ANANTAPUR,Rabi       ,Horse-gram
655,Andhra Pradesh,ANANTAPUR,Rabi       ,Jowar
656,Andhra Pradesh,ANANTAPUR,Rabi       ,Linseed
657,Andhra Pradesh,ANANTAPUR,Rabi       ,Maize
658,Andhra Pradesh,ANANTAPUR,Rabi       ,Onion
659,Andhra Pradesh,ANANTAPUR,Rabi       ,Ragi
660,Andhra Pradesh,ANANTAPUR,Rabi       ,Rice
661,Andhra Pradesh,ANANTAPUR,Rabi       ,Safflower
662,Andhra Pradesh,ANANTAPUR,Rabi       ,Wheat
663,Andhra Pradesh,ANANTAPUR,Whole Year ,Arecanut
664,Andhra Pradesh,ANANTAPUR,Whole Year ,Banana
665,Andhra Pradesh,ANANTAPUR,Whole Year ,Coconut 
666,Andhra Pradesh,ANANTAPUR,Whole Year ,Coriander
667,Andhra Pradesh,ANANTAPUR,Whole Year ,Sugarcane
668,Andhra Pradesh,ANANTAPUR,Whole Year ,Sunflower
669,Andhra Pradesh,ANANTAPUR,Whole Year ,Tobacco
670,Andhra Pradesh,ANANTAPUR,Whole Year ,Turmeric
671,Andhra Pradesh,ANANTAPUR,Kharif     ,Arhar/Tur
672,Andhra Pradesh,ANANTAPUR,Kharif     ,Bajra
673,Andhra Pradesh,ANANTAPUR,Kharif     ,Castor seed
674,Andhra Pradesh,ANANTAPUR,Kharif     ,Cotton(lint)
675,Andhra Pradesh,ANANTAPUR,Kharif     ,Dry chillies
676,Andhra Pradesh,ANANTAPUR,Kharif     ,Groundnut
677,Andhra Pradesh,ANANTAPUR,Kharif     ,Horse-gram
678,Andhra Pradesh,ANANTAPUR,Kharif     ,Jowar
679,Andhra Pradesh,ANANTAPUR,Kharif     ,Maize
680,Andhra Pradesh,ANANTAPUR,Kharif     ,Moong(Green Gram)
681,Andhra Pradesh,ANANTAPUR,Kharif     ,Onion
682,Andhra Pradesh,ANANTAPUR,Kharif     ,Other Kharif pulses
683,Andhra Pradesh,ANANTAPUR,Kharif     ,Ragi
684,Andhra Pradesh,ANANTAPUR,Kharif     ,Rice
685,Andhra Pradesh,ANANTAPUR,Kharif     ,Small millets
686,Andhra Pradesh,ANANTAPUR,Kharif     ,Soyabean
687,Andhra Pradesh,ANANTAPUR,Kharif     ,Urad
688,Andhra Pradesh,ANANTAPUR,Rabi       ,Arhar/Tur
689,Andhra Pradesh,ANANTAPUR,Rabi       ,Bajra
690,Andhra Pradesh,ANANTAPUR,Rabi       ,Gram
691,Andhra Pradesh,ANANTAPUR,Rabi       ,Groundnut
692,Andhra Pradesh,ANANTAPUR,Rabi       ,Horse-gram
693,Andhra Pradesh,ANANTAPUR,Rabi       ,Jowar
694,Andhra Pradesh,ANANTAPUR,Rabi       ,Maize
695,Andhra Pradesh,ANANTAPUR,Rabi       ,Moong(Green Gram)
696,Andhra Pradesh,ANANTAPUR,Rabi       ,Onion
697,Andhra Pradesh,ANANTAPUR,Rabi       ,Ragi
698,Andhra Pradesh,ANANTAPUR,Rabi       ,Rapeseed &Mustard
699,Andhra Pradesh,ANANTAPUR,Rabi       ,Rice
700,Andhra Pradesh,ANANTAPUR,Rabi       ,Safflower
701,Andhra Pradesh,ANANTAPUR,Rabi       ,Urad
702,Andhra Pradesh,ANANTAPUR,Rabi       ,Wheat
703,Andhra Pradesh,ANANTAPUR,Whole Year ,Arecanut
704,Andhra Pradesh,ANANTAPUR,Whole Year ,Banana
705,Andhra Pradesh,ANANTAPUR,Whole Year ,Coconut 
706,Andhra Pradesh,ANANTAPUR,Whole Year ,Coriander
707,Andhra Pradesh,ANANTAPUR,Whole Year ,Sugarcane
708,Andhra Pradesh,ANANTAPUR,Whole Year ,Sunflower
709,Andhra Pradesh,ANANTAPUR,Whole Year ,Sweet potato
710,Andhra Pradesh,ANANTAPUR,Whole Year ,Tobacco
711,Andhra Pradesh,ANANTAPUR,Kharif     ,Arhar/Tur
712,Andhra Pradesh,ANANTAPUR,Kharif     ,Bajra
713,Andhra Pradesh,ANANTAPUR,Kharif     ,Castor seed
714,Andhra Pradesh,ANANTAPUR,Kharif     ,Cotton(lint)
715,Andhra Pradesh,ANANTAPUR,Kharif     ,Dry chillies
716,Andhra Pradesh,ANANTAPUR,Kharif     ,Groundnut
717,Andhra Pradesh,ANANTAPUR,Kharif     ,Horse-gram
718,Andhra Pradesh,ANANTAPUR,Kharif     ,Jowar
719,Andhra Pradesh,ANANTAPUR,Kharif     ,Maize
720,Andhra Pradesh,ANANTAPUR,Kharif     ,Mesta
721,Andhra Pradesh,ANANTAPUR,Kharif     ,Moong(Green Gram)
722,Andhra Pradesh,ANANTAPUR,Kharif     ,Onion
723,Andhra Pradesh,ANANTAPUR,Kharif     ,Other Kharif pulses
724,Andhra Pradesh,ANANTAPUR,Kharif     ,Ragi
725,Andhra Pradesh,ANANTAPUR,Kharif     ,Rice
726,Andhra Pradesh,ANANTAPUR,Kharif     ,Small millets
727,Andhra Pradesh,ANANTAPUR,Kharif     ,Soyabean
728,Andhra Pradesh,ANANTAPUR,Kharif     ,Urad
729,Andhra Pradesh,ANANTAPUR,Rabi       ,Bajra
730,Andhra Pradesh,ANANTAPUR,Rabi       ,Gram
731,Andhra Pradesh,ANANTAPUR,Rabi       ,Groundnut
732,Andhra Pradesh,ANANTAPUR,Rabi       ,Horse-gram
733,Andhra Pradesh,ANANTAPUR,Rabi       ,Jowar
734,Andhra Pradesh,ANANTAPUR,Rabi       ,Maize
735,Andhra Pradesh,ANANTAPUR,Rabi       ,Moong(Green Gram)
736,Andhra Pradesh,ANANTAPUR,Rabi       ,Onion
737,Andhra Pradesh,ANANTAPUR,Rabi       ,Ragi
738,Andhra Pradesh,ANANTAPUR,Rabi       ,Rice
739,Andhra Pradesh,ANANTAPUR,Rabi       ,Safflower
740,Andhra Pradesh,ANANTAPUR,Rabi       ,Urad
741,Andhra Pradesh,ANANTAPUR,Rabi       ,Wheat
742,Andhra Pradesh,ANANTAPUR,Whole Year ,Arecanut
743,Andhra Pradesh,ANANTAPUR,Whole Year ,Banana
744,Andhra Pradesh,ANANTAPUR,Whole Year ,Coriander
745,Andhra Pradesh,ANANTAPUR,Whole Year ,Potato
746,Andhra Pradesh,ANANTAPUR,Whole Year ,Sugarcane
747,Andhra Pradesh,ANANTAPUR,Whole Year ,Sunflower
748,Andhra Pradesh,ANANTAPUR,Whole Year ,Sweet potato
749,Andhra Pradesh,ANANTAPUR,Whole Year ,Tobacco
750,Andhra Pradesh,ANANTAPUR,Whole Year ,Turmeric
751,Andhra Pradesh,ANANTAPUR,Kharif     ,Arhar/Tur
752,Andhra Pradesh,ANANTAPUR,Kharif     ,Bajra
753,Andhra Pradesh,ANANTAPUR,Kharif     ,Castor seed
754,Andhra Pradesh,ANANTAPUR,Kharif     ,Cotton(lint)
755,Andhra Pradesh,ANANTAPUR,Kharif     ,Cowpea(Lobia)
756,Andhra Pradesh,ANANTAPUR,Kharif     ,Dry chillies
757,Andhra Pradesh,ANANTAPUR,Kharif     ,Groundnut
758,Andhra Pradesh,ANANTAPUR,Kharif     ,Horse-gram
759,Andhra Pradesh,ANANTAPUR,Kharif     ,Jowar
760,Andhra Pradesh,ANANTAPUR,Kharif     ,Maize
761,Andhra Pradesh,ANANTAPUR,Kharif     ,Mesta
762,Andhra Pradesh,ANANTAPUR,Kharif     ,Moong(Green Gram)
763,Andhra Pradesh,ANANTAPUR,Kharif     ,Onion
764,Andhra Pradesh,ANANTAPUR,Kharif     ,Other Kharif pulses
765,Andhra Pradesh,ANANTAPUR,Kharif     ,other oilseeds
766,Andhra Pradesh,ANANTAPUR,Kharif     ,Ragi
767,Andhra Pradesh,ANANTAPUR,Kharif     ,Rice
768,Andhra Pradesh,ANANTAPUR,Kharif     ,Small millets
769,Andhra Pradesh,ANANTAPUR,Kharif     ,Soyabean
770,Andhra Pradesh,ANANTAPUR,Kharif     ,Urad
771,Andhra Pradesh,ANANTAPUR,Rabi       ,Arhar/Tur
772,Andhra Pradesh,ANANTAPUR,Rabi       ,Bajra
773,Andhra Pradesh,ANANTAPUR,Rabi       ,Cowpea(Lobia)
774,Andhra Pradesh,ANANTAPUR,Rabi       ,Dry chillies
775,Andhra Pradesh,ANANTAPUR,Rabi       ,Gram
776,Andhra Pradesh,ANANTAPUR,Rabi       ,Groundnut
